case_id,employee_id,created_date,resolved_date,country,department,category,priority,channel,agent_id,agent_tenure_months,sla_target_hours,resolution_hours,sla_met,first_contact_resolution,reopened,csat
C026943,E01849,2026-06-12,2026-06-16,DE,Customer Service,Benefits,High,Portal,A037,15,48,100.8,0,0,1,
C026944,E01870,2026-06-12,2026-06-13,PL,Sales,Contract & Documents,Standard,Chat,A027,12,48,24.8,1,0,1,4
C026945,E01910,2026-06-12,2026-06-12,ES,Tech,Leave & Absence,Standard,Portal,A013,5,24,6.5,1,1,0,4
C026946,E01915,2026-06-12,2026-06-12,IT,Tech,Systems & Access,Standard,Portal,A039,11,8,4.4,1,1,0,
C026947,E01952,2026-06-12,2026-06-13,IT,HR,Payroll,Standard,Portal,A025,3,24,22.7,1,0,1,
C026948,E02014,2026-06-12,2026-06-19,ES,HR,Contract & Documents,Standard,Phone,A035,21,48,163.5,0,0,0,
C026949,E02045,2026-06-12,2026-06-14,ES,Operations,Contract & Documents,Standard,Chat,A002,23,48,38.7,1,0,1,3
C026950,E02221,2026-06-12,2026-06-12,DE,HR,Leave & Absence,Standard,Portal,A017,27,24,5.8,1,1,0,4
C026951,E02267,2026-06-12,2026-06-13,DE,Operations,Leave & Absence,Standard,Portal,A033,12,24,10.1,1,1,0,
C026952,E02397,2026-06-12,2026-06-13,PL,Sales,Payroll,High,Portal,A024,21,24,8.6,1,1,0,
C026953,E02487,2026-06-12,2026-06-12,IT,Operations,Payroll,High,Chat,A035,21,24,4.9,1,1,0,
C026954,E02493,2026-06-12,2026-06-13,IT,Customer Service,Payroll,Standard,Portal,A039,11,24,18.4,1,1,0,5
C026955,E02526,2026-06-12,2026-06-12,DE,Tech,Systems & Access,Standard,Chat,A037,15,8,1.2,1,1,0,
C026956,E02553,2026-06-12,2026-06-13,PL,Tech,Contract & Documents,High,Portal,A015,9,48,19.7,1,1,0,
C026957,E02565,2026-06-12,2026-06-12,DE,HR,Systems & Access,High,Portal,A006,4,8,0.6,1,1,0,
C026958,E02573,2026-06-12,2026-06-12,PL,Sales,Leave & Absence,Critical,Portal,A017,27,24,9.6,1,0,0,5
C026959,E02580,2026-06-12,2026-06-13,PL,Finance,Payroll,Standard,Portal,A038,6,24,16.4,1,0,0,
C026960,E02619,2026-06-12,2026-06-12,DE,Finance,Systems & Access,High,Portal,A029,17,8,0.6,1,1,0,5
C026961,E02641,2026-06-12,2026-06-14,IT,Customer Service,Employee Relations,Standard,Portal,A001,84,72,42.0,1,1,0,5
C026962,E02788,2026-06-12,2026-06-13,PL,Finance,Payroll,High,Portal,A041,22,24,10.5,1,0,0,4
C026963,E02842,2026-06-12,2026-06-12,ES,Tech,Systems & Access,Standard,Phone,A004,2,8,5.6,1,1,0,
C026964,E02889,2026-06-12,2026-06-16,PL,Sales,Contract & Documents,Standard,Portal,A031,13,48,100.4,0,1,0,4
C026965,E02968,2026-06-12,2026-06-12,DE,Operations,Systems & Access,Standard,Portal,A018,17,8,4.5,1,1,0,
C026966,E03033,2026-06-12,2026-06-13,ES,Sales,Payroll,Standard,Portal,A036,11,24,17.2,1,0,1,3
C026967,E03076,2026-06-12,2026-06-12,IT,Customer Service,Systems & Access,High,Chat,A027,12,8,6.7,1,1,0,
C026968,E03093,2026-06-12,2026-06-13,ES,Customer Service,Payroll,Standard,Portal,A030,30,24,35.2,0,0,0,
C026969,E03208,2026-06-12,2026-06-16,DE,Finance,Performance & Development,Standard,Phone,A033,12,72,89.7,0,0,0,
C026970,E03331,2026-06-12,2026-06-12,IT,Customer Service,Leave & Absence,Standard,Portal,A040,9,24,13.8,1,0,0,
C026971,E03393,2026-06-12,2026-06-13,IT,Finance,Contract & Documents,Standard,Portal,A021,29,48,18.8,1,1,0,5
C026972,E03410,2026-06-12,2026-06-13,IT,Tech,Payroll,Standard,Phone,A009,20,24,15.6,1,0,0,5
C026973,E03453,2026-06-12,2026-06-14,IT,Customer Service,Employee Relations,Standard,Phone,A011,14,72,56.1,1,0,0,
C026974,E03528,2026-06-12,2026-06-17,DE,HR,Benefits,Standard,Chat,A027,12,48,121.8,0,1,0,
C026975,E03564,2026-06-12,2026-06-16,DE,Tech,Employee Relations,High,Phone,A020,11,72,83.7,0,0,1,
C026976,E03574,2026-06-12,2026-06-12,PL,Operations,Systems & Access,Standard,Portal,A032,48,8,2.1,1,0,1,3
C026977,E03585,2026-06-12,2026-06-12,PL,Operations,Payroll,High,Portal,A010,7,24,6.8,1,1,0,4
C026978,E03608,2026-06-12,2026-06-14,IT,HR,Payroll,Standard,Portal,A013,5,24,59.7,0,0,0,4
C026979,E03671,2026-06-12,2026-06-13,DE,HR,Leave & Absence,Standard,Portal,A007,2,24,18.7,1,0,0,4
C026980,E03701,2026-06-12,2026-06-13,PL,HR,Payroll,Standard,Phone,A003,10,24,24.0,1,0,1,
C026981,E03708,2026-06-12,2026-06-13,IT,Operations,Payroll,High,Phone,A013,5,24,23.9,1,0,0,4
C026982,E03741,2026-06-12,2026-06-14,PL,Finance,Contract & Documents,Standard,Portal,A002,23,48,42.0,1,1,0,
C026983,E03777,2026-06-12,2026-06-12,PL,Operations,Systems & Access,Standard,Chat,A005,10,8,3.1,1,1,0,4
C026984,E03797,2026-06-12,2026-06-12,ES,Finance,Performance & Development,Standard,Chat,A026,11,72,8.1,1,1,0,
C026985,E03803,2026-06-12,2026-06-14,DE,Customer Service,Onboarding & Offboarding,Standard,Portal,A001,84,48,57.0,0,0,0,4
C026986,E03805,2026-06-12,2026-06-13,ES,Operations,Benefits,High,Phone,A036,11,48,19.3,1,0,1,
C026987,E03860,2026-06-12,2026-06-13,DE,Customer Service,Benefits,Standard,Portal,A007,2,48,19.8,1,0,1,
C026988,E03883,2026-06-12,2026-06-13,IT,Tech,Payroll,Standard,Chat,A021,29,24,20.9,1,0,1,
C026989,E03924,2026-06-12,2026-06-12,PL,Operations,Payroll,Standard,Phone,A018,17,24,7.2,1,1,0,
C026990,E03934,2026-06-12,2026-06-13,DE,Customer Service,Onboarding & Offboarding,High,Phone,A041,22,48,34.8,1,0,1,
C026991,E03968,2026-06-12,2026-06-13,ES,HR,Contract & Documents,Standard,Portal,A025,3,48,32.0,1,0,1,
C026992,E03974,2026-06-12,2026-06-12,DE,HR,Leave & Absence,Standard,Phone,A026,11,24,8.0,1,0,0,
C026993,E03976,2026-06-12,2026-06-12,PL,Operations,Systems & Access,Standard,Portal,A001,84,8,1.4,1,1,0,5
C026994,E00005,2026-06-13,2026-06-14,DE,Operations,Onboarding & Offboarding,Standard,Portal,A014,11,48,12.3,1,1,0,
C026995,E00013,2026-06-13,2026-06-14,IT,Operations,Leave & Absence,High,Chat,A042,1,24,23.7,1,1,0,
C026996,E00016,2026-06-13,2026-06-13,PL,Operations,Payroll,Standard,Phone,A030,30,24,13.1,1,1,0,
C026997,E00072,2026-06-13,2026-06-14,DE,Tech,Performance & Development,Standard,Portal,A041,22,72,33.4,1,0,0,4
C026998,E00130,2026-06-13,2026-06-15,PL,Sales,Benefits,High,Portal,A001,84,48,36.9,1,1,0,
C026999,E00157,2026-06-13,2026-06-14,IT,Finance,Leave & Absence,Critical,Phone,A023,52,24,17.2,1,1,0,
C027000,E00383,2026-06-13,2026-06-15,IT,Customer Service,Contract & Documents,Standard,Portal,A001,84,48,34.4,1,0,0,5
C027001,E00491,2026-06-13,2026-06-13,PL,Customer Service,Payroll,Standard,Portal,A022,19,24,13.1,1,0,0,
C027002,E00573,2026-06-13,2026-06-13,DE,Tech,Onboarding & Offboarding,Critical,Phone,A034,20,48,2.0,1,0,0,5
C027003,E00654,2026-06-13,2026-06-14,PL,Finance,Benefits,Standard,Portal,A015,9,48,29.1,1,1,0,5
C027004,E00664,2026-06-13,2026-06-14,PL,Customer Service,Payroll,Standard,Portal,A038,6,24,14.9,1,1,0,5
C027005,E00730,2026-06-13,2026-06-13,IT,Customer Service,Payroll,Standard,Chat,A038,6,24,4.2,1,0,1,4
C027006,E00825,2026-06-13,2026-06-16,IT,Tech,Contract & Documents,Standard,Portal,A015,9,48,59.0,0,1,0,
C027007,E00877,2026-06-13,2026-06-13,DE,Operations,Payroll,High,Phone,A017,27,24,11.6,1,0,0,5
C027008,E00911,2026-06-13,2026-06-13,DE,Sales,Payroll,Standard,Chat,A041,22,24,4.8,1,1,0,
C027009,E01035,2026-06-13,2026-06-14,PL,Sales,Systems & Access,Standard,Portal,A031,13,8,7.7,1,1,0,5
C027010,E01162,2026-06-13,2026-06-14,ES,Operations,Payroll,Standard,Phone,A030,30,24,38.4,0,0,1,
C027011,E01249,2026-06-13,2026-06-15,IT,Operations,Benefits,Standard,Portal,A025,3,48,37.0,1,0,0,
C027012,E01339,2026-06-13,2026-06-15,DE,Tech,Payroll,High,Chat,A031,13,24,42.7,0,1,0,4
C027013,E01369,2026-06-13,2026-06-16,PL,Operations,Benefits,Standard,Chat,A037,15,48,73.2,0,1,0,3
C027014,E01422,2026-06-13,2026-06-13,IT,Tech,Leave & Absence,Standard,Portal,A041,22,24,11.2,1,1,0,4
C027015,E01498,2026-06-13,2026-06-14,ES,Operations,Leave & Absence,Standard,Portal,A021,29,24,26.2,0,0,0,3
C027016,E01500,2026-06-13,2026-06-18,PL,Sales,Performance & Development,Critical,Portal,A021,29,72,126.4,0,0,1,
C027017,E01534,2026-06-13,2026-06-13,IT,Tech,Onboarding & Offboarding,High,Phone,A029,17,48,9.2,1,0,0,4
C027018,E01545,2026-06-13,2026-06-14,DE,Customer Service,Leave & Absence,Standard,Portal,A005,10,24,23.8,1,1,0,
C027019,E01581,2026-06-13,2026-06-13,IT,Customer Service,Leave & Absence,High,Chat,A012,63,24,2.7,1,0,0,4
C027020,E01748,2026-06-13,2026-06-13,ES,Operations,Contract & Documents,Standard,Portal,A038,6,48,4.4,1,1,0,
C027021,E01782,2026-06-13,2026-06-13,IT,Customer Service,Leave & Absence,Standard,Portal,A009,20,24,4.6,1,0,0,4
C027022,E01794,2026-06-13,2026-06-14,IT,Customer Service,Contract & Documents,Standard,Phone,A003,10,48,21.9,1,1,0,4
C027023,E01931,2026-06-13,2026-06-14,DE,Operations,Benefits,Standard,Portal,A020,11,48,12.7,1,0,1,4
C027024,E01960,2026-06-13,2026-06-13,DE,Customer Service,Systems & Access,Standard,Portal,A013,5,8,3.8,1,0,1,5
C027025,E02063,2026-06-13,2026-06-14,ES,HR,Leave & Absence,Standard,Phone,A005,10,24,13.9,1,1,0,5
C027026,E02147,2026-06-13,2026-06-14,IT,Operations,Contract & Documents,High,Phone,A029,17,48,10.0,1,1,0,
C027027,E02155,2026-06-13,2026-06-22,IT,Operations,Performance & Development,Standard,Portal,A004,2,72,225.6,0,1,0,
C027028,E02309,2026-06-13,2026-06-13,IT,Operations,Leave & Absence,Standard,Portal,A024,21,24,11.8,1,1,0,5
C027029,E02363,2026-06-13,2026-06-13,IT,Operations,Contract & Documents,High,Phone,A012,63,48,6.8,1,1,0,
C027030,E02400,2026-06-13,2026-06-14,DE,HR,Payroll,High,Phone,A018,17,24,24.5,0,1,0,4
C027031,E02426,2026-06-13,2026-06-13,IT,Sales,Leave & Absence,Standard,Chat,A032,48,24,9.9,1,1,0,
C027032,E02434,2026-06-13,2026-06-13,PL,Customer Service,Benefits,High,Portal,A001,84,48,8.7,1,1,0,
C027033,E02459,2026-06-13,2026-06-14,PL,Customer Service,Onboarding & Offboarding,Standard,Phone,A029,17,48,10.6,1,0,0,5
C027034,E02489,2026-06-13,2026-06-15,IT,Operations,Leave & Absence,Standard,Portal,A035,21,24,35.0,0,1,0,
C027035,E02525,2026-06-13,2026-06-13,IT,Finance,Leave & Absence,Standard,Chat,A035,21,24,6.4,1,1,0,
C027036,E02556,2026-06-13,2026-06-13,PL,Tech,Systems & Access,Standard,Portal,A002,23,8,2.6,1,1,0,4
C027037,E02564,2026-06-13,2026-06-13,DE,Customer Service,Payroll,High,Phone,A006,4,24,9.0,1,0,0,
C027038,E02568,2026-06-13,2026-06-13,ES,Sales,Leave & Absence,Critical,Portal,A013,5,24,2.2,1,0,0,5
C027039,E02690,2026-06-13,2026-06-15,DE,Operations,Contract & Documents,Standard,Portal,A022,19,48,34.7,1,0,0,
C027040,E02770,2026-06-13,2026-06-14,PL,Operations,Payroll,Standard,Portal,A008,18,24,7.9,1,1,0,
C027041,E02771,2026-06-13,2026-06-13,DE,HR,Payroll,Standard,Portal,A012,63,24,5.8,1,0,0,
C027042,E02789,2026-06-13,2026-06-14,IT,Tech,Onboarding & Offboarding,Standard,Portal,A009,20,48,31.3,1,0,0,
C027043,E02838,2026-06-13,2026-06-14,PL,Operations,Systems & Access,Standard,Portal,A004,2,8,29.1,0,0,1,
C027044,E02847,2026-06-13,2026-06-13,PL,Customer Service,Systems & Access,Standard,Phone,A036,11,8,0.7,1,1,0,5
C027045,E02877,2026-06-13,2026-06-13,IT,Operations,Leave & Absence,Standard,Chat,A016,51,24,7.7,1,1,0,
C027046,E02906,2026-06-13,2026-06-14,IT,Operations,Onboarding & Offboarding,Standard,Phone,A034,20,48,12.0,1,0,1,4
C027047,E02945,2026-06-13,2026-06-14,PL,HR,Contract & Documents,High,Chat,A029,17,48,22.3,1,1,0,
C027048,E02967,2026-06-13,2026-06-13,PL,Customer Service,Benefits,Critical,Phone,A032,48,48,11.6,1,1,0,
C027049,E03179,2026-06-13,2026-06-14,IT,Operations,Benefits,High,Portal,A039,11,48,27.5,1,0,1,4
C027050,E03241,2026-06-13,2026-06-13,IT,Customer Service,Payroll,Standard,Chat,A030,30,24,7.6,1,1,0,
C027051,E03273,2026-06-13,2026-06-13,IT,Operations,Contract & Documents,Standard,Phone,A025,3,48,10.5,1,1,0,5
C027052,E03314,2026-06-13,2026-06-13,DE,Customer Service,Leave & Absence,Standard,Portal,A041,22,24,2.7,1,1,0,5
C027053,E03319,2026-06-13,2026-06-13,ES,HR,Systems & Access,Standard,Portal,A021,29,8,8.7,0,1,0,4
C027054,E03408,2026-06-13,2026-06-13,PL,Tech,Payroll,Standard,Portal,A042,1,24,6.6,1,0,0,5
C027055,E03582,2026-06-13,2026-06-14,PL,Customer Service,Leave & Absence,Standard,Chat,A001,84,24,13.9,1,0,0,
C027056,E03585,2026-06-13,2026-06-14,PL,Operations,Contract & Documents,Standard,Portal,A012,63,48,25.3,1,1,0,
C027057,E03622,2026-06-13,2026-06-14,IT,Customer Service,Contract & Documents,High,Chat,A042,1,48,15.0,1,0,1,4
C027058,E03623,2026-06-13,2026-06-13,ES,Customer Service,Leave & Absence,Standard,Portal,A036,11,24,7.4,1,1,0,
C027059,E03626,2026-06-13,2026-06-13,IT,Customer Service,Leave & Absence,Standard,Portal,A005,10,24,10.6,1,1,0,
C027060,E03673,2026-06-13,2026-06-17,IT,Customer Service,Employee Relations,High,Portal,A003,10,72,94.8,0,0,1,2
C027061,E03717,2026-06-13,2026-06-13,IT,Finance,Onboarding & Offboarding,Standard,Portal,A025,3,48,9.9,1,1,0,5
C027062,E03879,2026-06-13,2026-06-13,IT,Operations,Leave & Absence,High,Portal,A019,18,24,12.4,1,0,1,
C027063,E03981,2026-06-13,2026-06-14,ES,Operations,Payroll,Standard,Chat,A021,29,24,17.3,1,1,0,
C027064,E00014,2026-06-14,2026-06-14,IT,Operations,Systems & Access,Standard,Chat,A039,11,8,4.8,1,1,0,
C027065,E00096,2026-06-14,2026-06-16,IT,Operations,Onboarding & Offboarding,High,Portal,A030,30,48,40.6,1,1,0,5
C027066,E00125,2026-06-14,2026-06-14,PL,Customer Service,Onboarding & Offboarding,Standard,Portal,A007,2,48,13.7,1,0,0,4
C027067,E00156,2026-06-14,2026-06-15,ES,Customer Service,Benefits,High,Portal,A003,10,48,24.9,1,0,0,
C027068,E00175,2026-06-14,2026-06-14,PL,Operations,Payroll,High,Portal,A013,5,24,10.3,1,0,0,
C027069,E00191,2026-06-14,2026-06-14,IT,Tech,Systems & Access,Standard,Portal,A037,15,8,4.2,1,1,0,
C027070,E00238,2026-06-14,2026-06-17,IT,Customer Service,Benefits,Standard,Chat,A023,52,48,83.9,0,1,0,
C027071,E00271,2026-06-14,2026-06-15,IT,Tech,Leave & Absence,Standard,Portal,A036,11,24,15.6,1,1,0,
C027072,E00335,2026-06-14,2026-06-14,IT,Operations,Contract & Documents,Standard,Portal,A026,11,48,6.3,1,1,0,
C027073,E00346,2026-06-14,2026-06-17,PL,HR,Performance & Development,Standard,Portal,A009,20,72,69.1,1,1,0,
C027074,E00371,2026-06-14,2026-06-15,ES,Operations,Leave & Absence,High,Portal,A028,17,24,26.9,0,1,0,3
C027075,E00392,2026-06-14,2026-06-15,DE,Operations,Contract & Documents,Standard,Portal,A005,10,48,16.7,1,1,0,5
C027076,E00397,2026-06-14,2026-06-15,IT,Customer Service,Leave & Absence,Standard,Phone,A037,15,24,17.5,1,1,0,
C027077,E00421,2026-06-14,2026-06-15,IT,Finance,Onboarding & Offboarding,Standard,Portal,A036,11,48,33.6,1,1,0,5
C027078,E00456,2026-06-14,2026-06-14,IT,Customer Service,Payroll,High,Portal,A032,48,24,6.7,1,1,0,3
C027079,E00456,2026-06-14,2026-06-14,IT,Customer Service,Payroll,Standard,Portal,A039,11,24,5.1,1,0,1,
C027080,E00469,2026-06-14,2026-06-17,PL,HR,Contract & Documents,Standard,Portal,A021,29,48,85.9,0,1,0,3
C027081,E00504,2026-06-14,2026-06-14,DE,Finance,Leave & Absence,Standard,Portal,A036,11,24,6.3,1,0,0,
C027082,E00544,2026-06-14,2026-06-15,IT,Customer Service,Systems & Access,High,Phone,A012,63,8,10.7,0,0,1,
C027083,E00597,2026-06-14,2026-06-14,PL,HR,Contract & Documents,Standard,Chat,A008,18,48,2.3,1,1,0,
C027084,E00723,2026-06-14,2026-06-15,IT,Operations,Benefits,Standard,Chat,A033,12,48,21.0,1,0,0,4
C027085,E00738,2026-06-14,2026-06-16,DE,Sales,Performance & Development,Standard,Portal,A039,11,72,38.8,1,1,0,5
C027086,E00740,2026-06-14,2026-06-16,IT,Tech,Benefits,Standard,Portal,A016,51,48,40.3,1,1,0,
C027087,E00775,2026-06-14,2026-06-15,IT,Operations,Leave & Absence,High,Portal,A032,48,24,23.6,1,1,0,
C027088,E00924,2026-06-14,2026-06-15,IT,Tech,Benefits,High,Phone,A029,17,48,8.0,1,1,0,
C027089,E00945,2026-06-14,2026-06-14,IT,Customer Service,Systems & Access,High,Portal,A032,48,8,6.8,1,0,0,4
C027090,E01002,2026-06-14,2026-06-14,ES,Operations,Systems & Access,Standard,Portal,A031,13,8,4.2,1,1,0,
C027091,E01017,2026-06-14,2026-06-15,PL,Sales,Payroll,Critical,Phone,A024,21,24,19.5,1,0,0,
C027092,E01077,2026-06-14,2026-06-14,PL,Tech,Payroll,High,Portal,A022,19,24,2.6,1,0,0,4
C027093,E01098,2026-06-14,2026-06-14,PL,Finance,Systems & Access,Standard,Portal,A024,21,8,5.1,1,1,0,
C027094,E01101,2026-06-14,2026-06-16,PL,Customer Service,Onboarding & Offboarding,Standard,Portal,A021,29,48,40.5,1,0,0,
C027095,E01105,2026-06-14,2026-06-15,DE,Operations,Leave & Absence,Standard,Phone,A026,11,24,13.5,1,0,0,4
C027096,E01137,2026-06-14,2026-06-15,PL,Customer Service,Leave & Absence,Standard,Chat,A015,9,24,11.3,1,1,0,
C027097,E01212,2026-06-14,2026-06-15,DE,Sales,Leave & Absence,Standard,Portal,A029,17,24,11.8,1,1,0,
C027098,E01224,2026-06-14,2026-06-14,PL,Customer Service,Leave & Absence,Standard,Phone,A019,18,24,5.1,1,1,0,
C027099,E01255,2026-06-14,2026-06-15,DE,Tech,Leave & Absence,Standard,Phone,A003,10,24,13.8,1,1,0,
C027100,E01305,2026-06-14,2026-06-14,IT,Tech,Systems & Access,Standard,Phone,A014,11,8,3.2,1,1,0,5
C027101,E01355,2026-06-14,2026-06-16,PL,Customer Service,Contract & Documents,Standard,Portal,A014,11,48,42.3,1,1,0,
C027102,E01394,2026-06-14,2026-06-14,PL,Operations,Payroll,Standard,Portal,A018,17,24,7.3,1,0,1,4
C027103,E01401,2026-06-14,2026-06-15,IT,Tech,Contract & Documents,Standard,Portal,A024,21,48,30.2,1,1,0,
C027104,E01406,2026-06-14,2026-06-14,PL,Finance,Leave & Absence,Standard,Chat,A031,13,24,3.9,1,1,0,5
C027105,E01444,2026-06-14,2026-06-18,DE,Operations,Employee Relations,Standard,Phone,A019,18,72,84.4,0,0,1,
C027106,E01525,2026-06-14,2026-06-14,PL,Finance,Leave & Absence,Standard,Chat,A007,2,24,6.8,1,0,0,
C027107,E01530,2026-06-14,2026-06-18,IT,Sales,Employee Relations,Standard,Portal,A001,84,72,109.2,0,0,1,3
C027108,E01530,2026-06-14,2026-06-15,IT,Sales,Leave & Absence,Standard,Chat,A014,11,24,14.3,1,1,0,
C027109,E01547,2026-06-14,2026-06-14,PL,Operations,Leave & Absence,Standard,Portal,A010,7,24,10.3,1,1,0,
C027110,E01562,2026-06-14,2026-06-15,PL,Sales,Payroll,Standard,Phone,A028,17,24,11.6,1,0,0,5
C027111,E01587,2026-06-14,2026-06-15,IT,Customer Service,Contract & Documents,Standard,Portal,A029,17,48,34.2,1,1,0,
C027112,E01590,2026-06-14,2026-06-14,IT,Customer Service,Payroll,Standard,Phone,A031,13,24,5.4,1,1,0,4
C027113,E01601,2026-06-14,2026-06-14,DE,Customer Service,Leave & Absence,Standard,Phone,A038,6,24,6.6,1,0,1,4
C027114,E01612,2026-06-14,2026-06-14,DE,HR,Systems & Access,Standard,Chat,A040,9,8,1.6,1,1,0,
C027115,E01628,2026-06-14,2026-06-14,IT,Operations,Leave & Absence,High,Portal,A038,6,24,2.5,1,1,0,
C027116,E01681,2026-06-14,2026-06-17,IT,Finance,Employee Relations,Standard,Portal,A002,23,72,86.7,0,0,1,
C027117,E01706,2026-06-14,2026-06-14,PL,Operations,Systems & Access,Standard,Portal,A012,63,8,7.8,1,1,0,
C027118,E01758,2026-06-14,2026-06-14,DE,HR,Payroll,Standard,Phone,A027,12,24,2.5,1,1,0,
C027119,E01770,2026-06-14,2026-06-18,IT,Sales,Onboarding & Offboarding,Standard,Chat,A039,11,48,104.7,0,0,1,2
C027120,E01816,2026-06-14,2026-06-15,DE,Operations,Onboarding & Offboarding,Standard,Phone,A027,12,48,29.8,1,1,0,
C027121,E01904,2026-06-14,2026-06-15,IT,Tech,Leave & Absence,Standard,Portal,A004,2,24,17.6,1,0,0,5
C027122,E02021,2026-06-14,2026-06-15,IT,Customer Service,Benefits,Standard,Phone,A009,20,48,9.0,1,0,0,
C027123,E02100,2026-06-14,2026-06-14,IT,Customer Service,Payroll,Standard,Chat,A039,11,24,3.7,1,0,0,
C027124,E02105,2026-06-14,2026-06-15,IT,Finance,Contract & Documents,Standard,Portal,A015,9,48,19.8,1,1,0,
C027125,E02173,2026-06-14,2026-06-14,DE,Customer Service,Systems & Access,High,Portal,A012,63,8,1.9,1,1,0,5
C027126,E02433,2026-06-14,2026-06-14,PL,Customer Service,Leave & Absence,Standard,Portal,A024,21,24,6.4,1,1,0,
C027127,E02440,2026-06-14,2026-06-14,PL,Finance,Systems & Access,Standard,Phone,A035,21,8,2.5,1,0,1,
C027128,E02480,2026-06-14,2026-06-14,IT,Customer Service,Payroll,Standard,Portal,A008,18,24,4.2,1,1,0,5
C027129,E02487,2026-06-14,2026-06-15,IT,Operations,Benefits,Standard,Phone,A030,30,48,18.1,1,0,1,
C027130,E02564,2026-06-14,2026-06-15,DE,Customer Service,Payroll,High,Portal,A027,12,24,17.3,1,0,0,
C027131,E02828,2026-06-14,2026-06-15,PL,Operations,Payroll,Standard,Portal,A037,15,24,14.4,1,1,0,
C027132,E02874,2026-06-14,2026-06-14,DE,Customer Service,Payroll,Critical,Portal,A039,11,24,2.9,1,1,0,5
C027133,E02878,2026-06-14,2026-06-16,PL,Finance,Leave & Absence,Standard,Portal,A035,21,24,42.7,0,1,0,
C027134,E02884,2026-06-14,2026-06-15,DE,Customer Service,Leave & Absence,Standard,Portal,A006,4,24,8.3,1,0,0,
C027135,E02899,2026-06-14,2026-06-18,PL,Customer Service,Contract & Documents,Standard,Portal,A025,3,48,85.6,0,1,0,
C027136,E02954,2026-06-14,2026-06-16,ES,Operations,Contract & Documents,Standard,Phone,A033,12,48,40.5,1,1,0,
C027137,E02971,2026-06-14,2026-06-15,ES,Finance,Payroll,High,Phone,A020,11,24,24.6,0,0,1,
C027138,E03029,2026-06-14,2026-06-15,DE,Customer Service,Contract & Documents,Standard,Portal,A033,12,48,16.7,1,0,0,4
C027139,E03151,2026-06-14,2026-06-14,PL,Tech,Payroll,Standard,Portal,A034,20,24,5.6,1,0,0,
C027140,E03206,2026-06-14,2026-06-14,DE,Customer Service,Leave & Absence,Standard,Portal,A004,2,24,8.5,1,0,0,
C027141,E03221,2026-06-14,2026-06-14,ES,Tech,Systems & Access,Standard,Portal,A037,15,8,5.8,1,1,0,
C027142,E03252,2026-06-14,2026-06-15,DE,Finance,Onboarding & Offboarding,Critical,Phone,A005,10,48,12.5,1,1,0,
C027143,E03412,2026-06-14,2026-06-14,ES,Operations,Payroll,Standard,Chat,A023,52,24,11.1,1,0,1,
C027144,E03471,2026-06-14,2026-06-14,DE,Operations,Systems & Access,Standard,Phone,A008,18,8,2.9,1,1,0,
C027145,E03510,2026-06-14,2026-06-15,DE,Tech,Benefits,Standard,Portal,A026,11,48,26.3,1,1,0,
C027146,E03522,2026-06-14,2026-06-17,DE,Customer Service,Contract & Documents,Standard,Portal,A025,3,48,65.2,0,0,1,2
C027147,E03581,2026-06-14,2026-06-18,IT,Customer Service,Contract & Documents,Standard,Portal,A035,21,48,99.5,0,1,0,
C027148,E03697,2026-06-14,2026-06-15,IT,Sales,Performance & Development,Standard,Portal,A027,12,72,14.9,1,1,0,5
C027149,E03755,2026-06-14,2026-06-15,IT,Sales,Onboarding & Offboarding,Standard,Portal,A035,21,48,38.7,1,0,1,3
C027150,E03797,2026-06-14,2026-06-14,ES,Finance,Payroll,High,Phone,A026,11,24,10.9,1,0,0,
C027151,E03866,2026-06-14,2026-06-14,PL,Customer Service,Payroll,Standard,Phone,A011,14,24,8.2,1,0,0,
C027152,E03895,2026-06-14,2026-06-17,PL,Operations,Performance & Development,Standard,Portal,A018,17,72,71.3,1,0,0,
C027153,E03994,2026-06-14,2026-06-15,PL,Operations,Contract & Documents,Standard,Phone,A022,19,48,30.5,1,1,0,4
C027154,E00121,2026-06-15,2026-06-15,PL,Operations,Leave & Absence,High,Phone,A017,27,24,8.5,1,1,0,
C027155,E00132,2026-06-15,2026-06-16,IT,Customer Service,Payroll,High,Portal,A039,11,24,20.1,1,1,0,
C027156,E00297,2026-06-15,2026-06-16,ES,Operations,Leave & Absence,High,Phone,A027,12,24,13.8,1,1,0,
C027157,E00327,2026-06-15,2026-06-16,IT,Operations,Payroll,Standard,Portal,A008,18,24,20.6,1,0,0,5
C027158,E00392,2026-06-15,2026-06-16,DE,Operations,Contract & Documents,High,Portal,A027,12,48,26.7,1,1,0,5
C027159,E00394,2026-06-15,2026-06-16,IT,Operations,Contract & Documents,High,Chat,A033,12,48,11.8,1,0,0,
C027160,E00397,2026-06-15,2026-06-16,IT,Customer Service,Payroll,High,Phone,A022,19,24,15.3,1,0,0,
C027161,E00467,2026-06-15,2026-06-16,DE,Customer Service,Leave & Absence,Standard,Phone,A016,51,24,27.9,0,1,0,4
C027162,E00483,2026-06-15,2026-06-15,DE,Customer Service,Systems & Access,Standard,Portal,A013,5,8,1.3,1,0,0,4
C027163,E00524,2026-06-15,2026-06-15,IT,Tech,Contract & Documents,Critical,Chat,A016,51,48,9.2,1,1,0,5
C027164,E00543,2026-06-15,2026-06-15,IT,Customer Service,Leave & Absence,High,Chat,A016,51,24,10.4,1,1,0,
